23:59:59,24.91,68.48,400
0:0:59,24.93,68.52,400
0:1:59,24.82,68.52,400
0:2:59,24.61,68.52,400
0:3:59,24.58,68.52,400
0:4:59,24.75,68.52,400
0:5:59,24.7,68.52,400
0:6:59,24.64,68.52,400
0:7:59,24.61,68.52,400
0:8:59,24.58,68.52,400
0:10:59,24.58,68.52,400
0:11:59,24.65,68.52,400
0:12:59,24.65,68.52,400
0:13:59,24.7,68.52,400
0:14:59,24.68,68.52,400
0:15:59,24.71,68.02,400
0:16:59,24.56,68.02,400
0:17:59,24.61,68.02,400
0:18:59,24.72,68.02,400
0:19:59,24.59,68.02,400
0:21:59,24.58,68.02,400
0:22:59,24.6,68.02,400
0:23:59,24.61,68.02,400
0:24:59,24.57,68.02,400
0:25:59,24.71,68.02,400
0:26:59,24.67,68.02,400
0:27:59,24.61,68.02,400
0:28:59,24.77,68.02,400
0:29:59,24.75,68.02,400
0:30:59,24.81,68.02,400
0:32:59,24.81,68.02,400
0:33:59,24.64,68.02,400
0:34:59,24.58,68.02,400
0:35:59,24.63,68.02,400
0:36:59,24.6,68.02,400
0:37:59,24.53,68.02,400
0:38:59,24.56,68.02,400
0:39:59,24.56,68.02,400
0:40:59,24.58,68.02,400
0:41:59,24.61,67.52,400
0:43:59,24.62,67.52,400
0:44:59,24.58,67.52,400
0:45:59,24.71,68.02,400
0:46:59,24.69,68.02,400
0:47:59,24.74,68.02,400
0:48:59,24.6,68.02,400
0:49:59,24.54,68.02,400
0:50:59,24.36,68.02,400
0:51:59,24.54,67.52,400
0:52:59,24.57,67.52,400
0:54:59,24.53,67.52,400
0:55:59,24.55,67.52,400
0:56:59,24.62,67.52,400
0:57:59,24.6,67.52,400
0:58:59,24.53,67.52,400
0:59:59,24.49,67.52,400
1:0:59,24.35,67.52,400
1:1:59,24.56,67.52,400
1:2:59,24.7,67.52,400
1:3:59,24.7,67.52,400
1:5:59,24.71,67.52,400
1:6:59,24.56,67.52,400
1:7:59,24.54,67.52,400
1:8:59,24.53,67.52,400
1:9:59,24.53,67.52,400
1:10:59,24.36,67.52,400
1:11:59,24.39,67.52,400
1:12:59,24.57,67.52,400
1:13:59,24.32,67.52,400
1:14:59,24.47,67.52,400
1:16:59,24.53,67.52,400
1:17:59,24.35,67.52,400
1:18:59,24.45,67.52,400
1:19:59,24.46,67.52,400
1:20:59,24.43,67.52,400
1:21:59,24.46,67.52,400
1:22:59,24.49,67.52,400
1:23:59,24.36,67.52,400
1:24:59,24.5,67.52,400
1:25:59,24.31,67.02,400
1:27:59,24.48,67.02,400
1:28:59,24.42,67.52,400
1:29:59,24.35,67.52,400
1:30:59,24.41,67.52,400
1:31:59,24.37,67.52,400
1:32:59,24.39,67.52,400
1:33:59,24.39,67.52,400
1:34:59,24.39,67.52,400
1:35:59,24.33,67.52,400
1:36:59,24.63,67.52,400
1:38:59,24.75,67.52,400
1:39:59,24.69,67.52,400
1:40:59,24.57,67.52,400
1:41:59,24.53,67.52,400
1:42:59,24.57,67.52,400
1:43:59,24.57,67.52,400
1:44:59,24.67,67.52,400
1:45:59,24.65,67.52,400
1:46:59,24.58,67.52,400
1:47:59,24.56,67.52,400
1:49:59,24.58,67.52,400
1:50:59,24.54,67.52,400
1:51:59,24.58,67.52,400
1:52:59,24.7,67.52,400
1:53:59,24.65,67.52,400
1:54:59,24.64,67.52,400
1:55:59,24.59,67.52,400
1:56:59,24.63,67.52,400
1:57:59,24.56,67.52,400
1:58:59,24.57,67.52,400
2:0:59,24.57,67.02,400
2:1:59,24.51,67.52,400
2:2:59,24.52,67.52,400
2:3:59,24.39,67.02,400
2:4:59,24.5,67.02,400
2:5:59,24.59,67.02,400
2:6:59,24.38,67.02,400
2:7:59,24.35,67.02,400
2:8:59,24.41,67.02,400
2:9:59,24.65,67.02,400
2:11:59,24.64,67.02,400
2:12:59,24.53,67.02,400
2:13:59,24.5,67.02,400
2:14:59,24.79,67.02,400
2:15:59,24.72,67.02,400
2:16:59,24.67,66.52,400
2:17:59,24.69,66.52,400
2:18:59,24.67,66.52,400
2:19:59,24.39,66.52,400
2:20:59,24.33,67.02,400
2:22:59,24.38,66.52,400
2:23:59,24.34,67.02,400
2:24:59,24.32,66.52,400
2:25:59,24.35,66.52,400
2:26:59,24.52,66.52,400
2:27:59,24.52,66.52,400
2:28:59,24.5,66.52,400
2:29:59,24.5,66.52,400
2:30:59,24.42,66.52,400
2:31:59,24.54,67.02,400
2:33:59,24.32,66.52,400
2:34:59,24.32,66.52,400
2:35:59,24.44,67.02,400
2:36:59,24.37,66.52,400
2:37:59,24.31,66.52,400
2:38:59,24.41,66.52,400
2:39:59,24.32,67.02,400
2:40:59,24.34,66.52,400
2:41:59,24.3,66.52,400
2:42:59,24.32,66.52,400
2:44:59,24.47,66.52,400
2:45:59,24.49,66.52,400
2:46:59,24.5,66.52,400
2:47:59,24.36,66.52,400
2:48:59,24.44,66.52,400
2:49:59,24.34,66.52,400
2:50:59,24.32,66.52,400
2:51:59,24.3,66.52,400
2:52:59,24.32,66.52,400
2:53:59,24.33,66.52,400
2:55:59,24.32,66.52,400
2:56:59,24.38,66.52,400
2:57:59,24.32,66.52,400
2:58:59,24.32,66.52,400
2:59:59,24.32,66.52,400
3:0:59,24.47,66.52,400
3:1:59,24.49,66.52,400
3:2:59,24.47,66.52,400
3:3:59,24.44,66.52,400
3:4:59,24.32,66.52,400
3:6:59,24.36,66.52,400
3:7:59,24.46,66.52,400
3:8:59,24.42,66.52,400
3:9:59,24.33,66.52,400
3:10:59,24.31,66.52,400
3:11:59,24.29,66.52,400
3:12:59,24.32,66.52,400
3:13:59,24.31,66.52,400
3:14:59,24.35,66.02,400
3:15:59,24.31,66.02,400
3:17:59,24.41,66.52,400
3:18:59,24.49,66.52,400
3:19:59,24.42,66.52,400
3:20:59,24.48,66.52,400
3:21:59,24.34,66.52,400
3:22:59,24.31,66.52,400
3:23:59,24.28,66.02,400
3:24:59,24.28,66.52,400
3:25:59,24.27,66.52,400
3:26:59,24.5,66.52,400
3:28:59,24.31,66.52,400
3:29:59,24.3,66.52,400
3:30:59,24.3,66.52,400
3:31:59,24.3,66.52,400
3:32:59,24.37,66.52,400
3:34:0,24.41,66.52,400
3:35:0,24.42,66.52,400
3:36:0,24.42,66.52,400
3:37:0,24.42,66.52,400
3:38:0,24.44,66.52,400
3:40:0,24.3,66.52,400
3:41:0,24.38,66.52,400
3:42:0,24.3,66.02,400
3:43:0,24.3,66.02,400
3:44:0,24.28,66.02,400
3:45:0,24.3,66.02,400
3:46:0,24.27,66.52,400
3:47:0,24.31,66.52,400
3:48:0,24.32,66.02,400
3:49:0,24.3,66.02,400
3:51:0,24.59,66.52,400
3:52:0,24.41,66.52,400
3:53:0,24.47,66.02,400
3:54:0,24.45,66.02,400
3:55:0,24.28,66.02,400
3:56:0,24.3,66.02,400
3:57:0,24.27,66.02,400
3:58:0,24.27,66.02,400
3:59:0,24.3,66.02,400
4:0:0,24.29,66.02,400
4:2:0,24.3,66.02,400
4:3:0,24.26,66.02,400
4:4:0,24.27,66.02,400
4:5:0,24.28,66.52,400
4:6:0,24.29,66.52,400
4:7:0,24.36,66.52,400
4:8:0,24.44,66.02,400
4:9:0,24.39,66.02,400
4:10:0,24.41,66.02,400
4:11:0,24.39,66.02,400
4:13:0,24.27,66.02,400
4:14:0,24.27,66.02,400
4:15:0,24.27,66.02,400
4:16:0,24.31,66.02,400
4:17:0,24.28,66.02,400
4:18:0,24.27,66.02,400
4:19:0,24.38,66.02,400
4:20:0,24.32,66.52,400
4:21:0,24.32,66.02,400
4:22:0,24.26,66.02,400
4:24:0,24.32,66.02,400
4:25:0,24.6,66.02,400
4:26:0,24.54,66.02,400
4:27:0,24.41,66.02,400
4:28:0,24.41,66.02,400
4:29:0,24.27,66.52,400
4:30:0,24.27,66.52,400
4:31:0,24.26,66.02,400
4:32:0,24.29,66.02,400
4:33:0,24.35,66.02,400
4:35:0,24.42,66.02,400
4:36:0,24.32,66.02,400
4:37:0,24.3,66.02,400
4:38:0,24.45,66.02,400
4:39:0,24.36,66.02,400
4:40:0,24.27,66.02,400
4:41:0,24.29,66.02,400
4:42:0,24.53,66.02,400
4:43:0,24.41,66.02,400
4:44:0,24.39,66.02,400
4:46:0,24.45,66.52,400
4:47:0,24.35,66.02,400
4:48:0,24.37,66.02,400
4:49:0,24.26,66.02,400
4:50:0,24.27,66.02,400
4:51:0,24.52,66.02,400
4:52:0,24.25,66.52,400
4:53:0,24.56,66.52,400
4:54:0,24.54,66.52,400
4:55:0,24.57,66.52,400
4:57:0,24.38,66.52,400
4:58:0,24.44,66.52,400
4:59:0,24.5,66.52,400
5:0:0,24.42,66.52,400
5:1:0,24.38,66.52,400
5:2:0,24.56,66.02,400
5:3:0,24.42,66.02,400
5:4:0,24.54,66.02,400
5:5:0,24.53,66.52,400
5:6:0,24.56,66.52,400
5:8:0,24.59,66.52,400
5:9:0,24.55,66.52,400
5:10:0,24.56,66.52,400
5:11:0,24.56,66.52,400
5:12:0,24.55,66.52,400
5:13:0,24.64,66.52,400
5:14:0,24.54,66.52,400
5:15:0,24.67,66.52,400
5:16:0,24.69,66.52,400
5:17:0,24.68,66.52,400
5:19:0,24.71,66.52,400
5:20:0,24.7,66.52,400
5:21:0,24.57,66.52,400
5:22:0,24.69,66.52,400
5:23:0,24.56,66.52,400
5:24:0,24.58,66.52,400
5:25:0,24.56,66.52,400
5:26:0,24.63,66.52,400
5:27:0,24.57,66.52,400
5:28:0,24.56,66.52,400
5:30:0,24.6,66.52,400
5:31:0,24.56,66.52,400
5:32:0,24.74,66.52,400
5:33:0,24.68,66.52,400
5:34:0,24.69,66.52,400
5:35:0,24.75,66.02,400
5:36:0,24.57,66.52,400
5:37:0,24.6,66.52,400
5:38:0,24.57,66.02,400
5:39:0,24.58,66.02,400
5:41:0,24.71,66.52,400
5:42:0,24.5,66.52,400
5:43:0,24.6,66.52,400
5:44:0,24.58,66.02,400
5:45:0,24.52,66.02,400
5:46:0,24.62,66.02,400
5:47:0,24.59,66.02,400
5:48:0,24.58,66.02,400
5:49:0,24.72,66.02,400
5:50:0,24.74,66.02,400
5:52:0,24.75,66.52,400
5:53:0,24.61,66.52,400
5:54:0,24.53,66.02,400
5:55:0,24.56,66.02,400
5:56:0,24.56,66.02,400
5:57:0,24.58,66.02,400
5:58:0,24.64,66.02,400
5:59:0,24.61,66.02,400
6:0:0,24.56,66.02,400
6:1:0,24.53,66.02,400
6:3:0,24.48,66.02,400
6:4:0,24.64,66.52,400
6:5:0,24.49,66.02,400
6:6:0,24.65,66.02,400
6:7:0,24.62,66.52,400
6:8:0,24.65,66.52,400
6:9:0,24.66,66.02,400
6:10:0,24.5,66.02,400
6:11:0,24.56,66.02,400
6:12:0,24.49,66.02,400
6:14:0,24.52,66.02,400
6:15:0,24.47,66.02,400
6:16:0,24.5,66.52,400
6:17:0,24.47,66.02,400
6:18:0,24.49,66.02,400
6:19:0,24.6,66.52,400
6:20:0,24.52,66.52,400
6:21:0,24.53,66.02,400
6:22:0,24.53,66.52,400
6:23:0,24.63,66.52,400
6:25:0,24.64,66.52,400
6:26:0,24.64,66.52,400
6:27:0,24.54,66.52,400
6:28:0,24.54,66.52,400
6:29:0,24.51,66.52,400
6:30:0,24.39,66.52,400
6:31:0,24.52,66.52,400
6:32:0,24.56,66.52,400
6:33:0,24.52,66.52,400
6:34:0,24.53,66.52,400
6:36:0,24.53,66.52,400
6:37:0,24.54,66.52,400
6:38:0,24.58,66.52,400
6:39:0,24.64,66.52,400
6:40:0,24.64,66.52,400
6:41:0,24.61,66.52,400
6:42:0,24.64,66.52,400
6:43:0,24.63,66.52,400
6:44:0,24.54,66.52,400
6:45:0,24.5,66.52,400
6:47:0,24.49,66.52,400
6:48:0,24.53,66.52,400
6:49:0,24.52,66.52,400
6:50:0,24.54,66.52,400
6:51:0,24.52,66.52,400
6:52:0,24.52,66.52,400
6:53:0,24.53,66.52,400
6:54:0,24.43,66.52,400
6:55:0,24.53,66.52,400
6:56:0,24.56,66.52,400
6:58:0,24.55,66.52,400
6:59:0,24.41,66.52,400
7:0:0,24.43,66.52,400
7:1:0,24.36,66.52,400
7:2:0,24.28,66.52,400
7:3:0,24.35,66.02,400
7:4:0,24.19,66.02,400
7:5:0,24.25,66.02,400
7:6:0,24.25,66.02,400
7:7:0,24.25,66.02,400
7:9:0,24.23,66.02,400
7:10:0,24.21,66.02,400
7:11:0,24.23,66.02,400
7:12:0,24.25,66.02,400
7:13:0,24.34,66.02,400
7:14:0,24.34,66.02,400
7:15:0,24.3,66.02,400
7:16:0,24.35,66.02,400
7:17:0,24.25,66.02,400
7:18:0,24.23,66.02,400
7:20:0,24.18,66.02,400
7:21:0,24.29,66.02,400
7:22:0,24.38,66.02,400
7:23:0,24.46,66.02,400
7:24:0,24.26,66.02,400
7:25:0,24.27,66.02,400
7:26:0,24.22,66.02,400
7:27:0,24.27,66.02,400
7:28:0,24.3,66.02,400
7:29:0,24.24,66.02,400
7:31:0,24.37,66.02,400
7:32:0,24.35,66.02,400
7:33:0,24.35,66.52,400
7:34:0,24.3,66.52,400
7:35:0,24.24,66.02,400
7:36:0,24.26,66.02,400
7:37:0,24.24,66.52,400
7:38:0,24.25,66.52,400
7:39:0,24.24,66.52,400
7:40:0,24.24,66.52,400
7:42:0,24.21,66.02,400
7:43:0,24.27,66.02,400
7:44:0,24.28,66.52,400
7:45:0,24.24,66.52,400
7:46:0,24.24,66.52,400
7:47:0,24.39,66.52,400
7:48:0,24.31,66.52,400
7:49:0,24.31,66.52,400
7:50:0,24.32,66.52,400
7:51:0,24.23,66.52,400
7:53:0,24.26,66.52,400
7:54:0,24.29,66.52,400
7:55:0,24.23,66.52,400
7:56:0,24.23,66.52,400
7:57:0,24.15,66.52,400
7:58:0,24.2,66.52,400
7:59:0,24.21,66.52,400
8:0:0,24.21,66.52,400
8:1:0,24.23,66.52,400
8:2:0,24.21,66.52,400
8:4:0,24.29,66.52,400
8:5:0,24.35,67.02,400
8:6:0,24.33,67.02,400
8:7:0,24.31,67.02,400
8:8:0,24.23,67.02,400
8:9:0,24.24,67.02,400
8:10:0,24.21,67.02,400
8:11:0,24.32,67.02,400
8:12:0,24.22,67.02,400
8:13:0,24.21,67.02,400
8:15:0,24.21,67.02,400
8:16:0,24.21,67.02,400
8:17:0,24.2,67.02,400
8:18:0,24.32,67.02,400
8:19:0,24.28,67.02,400
8:20:0,24.34,67.02,400
8:21:0,24.31,67.02,400
8:22:0,24.35,67.02,400
8:23:0,24.32,67.02,400
8:24:0,24.35,67.02,400
8:26:0,24.27,67.02,400
8:27:0,24.2,67.52,400
8:28:0,24.21,67.52,400
8:29:0,24.2,67.02,400
8:30:0,24.23,67.52,400
8:31:0,24.21,67.52,400
8:32:0,24.23,67.52,400
8:33:0,24.22,67.52,400
8:34:0,24.32,67.02,400
8:35:0,24.38,67.02,400
8:37:0,24.6,67.52,400
8:38:0,24.58,67.52,400
8:39:0,24.58,67.52,400
8:40:0,24.59,67.52,400
8:41:0,24.4,67.52,400
8:42:0,24.38,67.52,400
8:43:0,24.42,67.52,400
8:44:0,24.48,67.52,400
8:45:0,24.5,67.52,400
8:46:0,24.52,67.52,400
8:48:0,24.49,68.02,400
8:49:0,24.51,68.02,400
8:50:0,24.52,68.02,400
8:51:0,24.53,68.02,400
8:52:0,24.52,68.02,400
8:53:0,24.52,68.02,400
8:54:0,24.63,68.02,400
8:55:0,24.63,68.02,400
8:56:0,24.64,68.02,400
8:57:0,24.63,68.02,400
8:59:0,24.53,68.02,400
9:0:0,24.51,68.02,400
9:1:0,24.52,68.02,400
9:2:0,24.53,68.02,400
9:3:0,24.57,68.02,400
9:4:0,24.53,68.02,400
9:5:0,24.49,68.02,400
9:6:0,24.49,68.02,400
9:7:0,24.5,68.02,400
9:8:0,24.49,68.02,400
9:10:0,24.52,68.02,400
9:11:0,24.61,68.02,400
9:12:0,24.61,67.52,400
9:13:0,24.64,68.02,400
9:14:0,24.64,67.52,400
9:15:0,24.52,67.52,400
9:16:0,24.52,68.02,400
9:17:0,24.5,67.52,400
9:18:0,24.52,67.52,400
9:19:0,24.51,67.52,400
9:21:0,24.59,68.02,400
9:22:0,24.56,68.02,400
9:23:0,24.51,67.52,400
9:24:0,24.49,67.52,400
9:25:0,24.48,67.52,400
9:26:0,24.5,67.52,400
9:27:0,24.48,68.02,400
9:28:0,24.63,67.52,400
9:29:0,24.63,67.52,400
9:30:0,24.58,67.52,400
9:32:0,24.49,67.52,400
9:33:0,24.41,67.52,400
9:34:0,24.32,67.52,400
9:35:0,24.52,67.52,400
9:36:0,24.47,67.52,400
9:37:0,24.49,67.52,400
9:38:0,24.49,67.52,400
9:39:0,24.49,67.52,400
9:40:0,24.61,67.52,400
9:41:0,24.48,67.52,400
9:43:0,24.48,67.52,400
9:44:0,24.49,67.52,400
9:45:0,24.62,67.52,400
9:46:0,24.6,67.52,400
9:47:0,24.63,67.52,400
9:48:0,24.6,67.52,400
9:49:0,24.52,67.52,400
9:50:0,24.48,67.52,400
9:51:0,24.51,67.52,400
9:52:0,24.63,67.52,400
9:54:0,24.5,67.52,400
9:55:0,24.53,67.52,400
9:56:0,24.49,67.52,400
9:57:0,24.52,67.52,400
9:58:0,24.51,67.52,400
9:59:0,24.49,67.52,400
10:0:0,24.53,67.52,400
10:1:0,24.62,67.52,400
10:2:0,24.64,67.52,400
10:3:0,24.61,67.52,400
10:5:0,24.63,67.52,400
10:6:0,24.52,67.52,400
10:7:0,24.53,67.52,400
10:8:0,24.5,67.52,400
10:9:0,24.5,68.02,400
10:10:0,24.53,67.52,400
10:11:0,24.49,67.52,400
10:12:0,24.47,68.02,400
10:13:0,24.54,68.02,400
10:14:0,24.5,67.52,400
10:16:0,24.5,67.52,400
10:17:0,24.52,68.02,400
10:18:0,24.61,67.52,400
10:19:0,24.58,67.52,400
10:20:0,24.57,68.02,400
10:21:0,24.62,68.02,400
10:22:0,24.49,68.02,400
10:23:0,24.53,67.52,400
10:24:0,24.39,67.52,400
10:25:0,24.45,67.52,400
10:27:0,24.5,67.52,400
10:28:0,24.34,67.52,400
10:29:0,24.45,67.52,400
10:30:0,24.6,67.52,400
10:31:0,24.54,67.52,400
10:32:0,24.44,67.52,400
10:33:0,24.45,67.52,400
10:34:0,24.48,67.52,400
10:35:0,24.59,67.52,400
10:36:0,24.62,67.52,400
10:38:0,24.63,67.52,400
10:39:0,24.45,68.02,400
10:40:0,24.39,67.52,400
10:41:0,24.45,68.02,400
10:42:0,24.51,67.52,400
10:43:0,24.47,67.52,400
10:44:0,24.42,67.52,400
10:45:0,24.41,67.52,400
10:46:0,24.37,67.52,400
10:47:0,24.46,67.52,400
10:49:0,24.49,68.02,400
10:50:0,24.5,68.02,400
10:51:0,24.35,68.02,400
10:52:0,24.59,68.02,400
10:53:0,24.53,68.02,400
10:54:0,24.62,68.02,400
10:55:0,24.58,67.52,400
10:56:0,24.54,67.52,400
10:57:0,24.57,67.52,400
10:58:0,24.52,68.02,400
11:0:0,24.47,67.52,400
11:1:0,24.53,68.02,400
11:2:0,24.49,68.02,400
11:3:0,24.52,68.02,400
11:4:0,24.49,68.02,400
11:5:0,24.52,68.02,400
11:6:0,24.47,68.02,400
11:7:0,24.51,68.02,400
11:8:0,24.52,68.02,400
11:9:0,24.63,68.02,400
11:11:0,24.63,68.02,400
11:12:0,24.6,68.02,400
11:13:0,24.41,68.02,400
11:14:0,24.52,68.02,400
11:15:0,24.5,68.02,400
11:16:0,24.43,68.02,400
11:17:0,24.6,68.02,400
11:18:0,24.54,68.02,400
11:19:0,24.49,68.02,400
11:20:0,24.49,68.02,400
11:22:0,24.47,68.02,400
11:23:0,24.56,68.02,400
11:24:0,24.57,68.02,400
11:25:0,24.66,68.02,400
11:26:0,24.63,68.02,400
11:27:0,24.57,68.02,400
11:28:0,24.62,68.02,400
11:29:0,24.58,68.02,400
11:30:0,24.54,68.02,400
11:31:0,24.56,68.02,400
11:33:0,24.52,68.02,400
11:34:0,24.42,68.02,400
11:35:0,24.64,68.02,400
11:36:0,24.52,68.02,400
11:37:0,24.52,67.52,400
11:38:0,24.53,67.52,400
11:39:0,24.53,67.52,400
11:40:0,24.4,67.52,400
11:41:0,24.59,67.52,400
11:42:0,24.63,67.52,400
11:44:0,24.57,67.52,400
11:45:0,24.59,67.52,400
11:46:0,24.53,67.52,400
11:47:0,24.6,67.52,400
11:48:0,24.55,67.52,400
11:49:0,24.48,67.52,400
11:50:0,24.49,67.52,400
11:51:0,24.46,67.52,400
11:52:0,24.51,67.52,400
11:53:0,24.44,67.52,400
11:55:0,24.54,67.52,400
11:56:1,24.51,67.52,400
11:57:1,24.53,67.52,400
11:58:1,24.49,67.52,400
11:59:1,24.66,67.52,400
12:0:1,24.65,67.52,400
12:1:1,24.65,67.52,400
